Application_Date,employer_name,employer_city,Processing_Office,employer_postal_code,total_workers,Decision_Date,soc_code,Visa_Status,wage_rate_of_pay_from,full_time_position,wage_unit_of_pay,prevailing_wage,pw_unit_of_pay,year,CAcase_submitted,Processing_Days,Processing_Months,Visa_Type
2016-02-03,AMAZON CORPORATE LLC,SEATTLE,Washington,98109,1,2016-10-12,15-1132,WITHDRAWN,101800.0,Y,Year,84739.0,Year,2017,2016-02-03,252,8,H1B
2016-02-17,ERP ANALYSTS INC,DUBLIN,Ohio,43017,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,88878.0,Y,Year,69763.0,Year,2017,2016-02-17,238,8,H1B
2016-03-05,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1133,CERTIFIED-WITHDRAWN,76000.0,Y,Year,75920.0,Year,2017,2016-03-05,221,7,H1B
2016-03-05,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,87700.0,Y,Year,87630.0,Year,2017,2016-03-05,221,7,H1B
2016-03-05,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,86100.0,Y,Year,86070.0,Year,2017,2016-03-05,221,7,H1B
2016-03-06,ERP ANALYSTS INC,DUBLIN,Ohio,43017,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,62421.0,Y,Year,60029.0,Year,2017,2016-03-06,220,7,H1B
2016-03-08,ECHOSTAR DATA NETWORKS,ENGLEWOOD,Colorado,80112,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,57325.0,Y,Year,57325.0,Year,2017,2016-03-08,218,7,H1B
2016-03-09,CBF NETWORKS INC,SAN JOSE,California,95131,1,2016-10-12,15-1133,CERTIFIED-WITHDRAWN,125000.0,Y,Year,100277.0,Year,2017,2016-03-09,217,7,H1B
2016-03-15,SOFTCON USA INC,PARK RIDGE,Illinois,60068,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,46842.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,75000.0,Y,Year,74402.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,70000.0,Y,Year,64126.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,70000.0,Y,Year,48734.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,71000.0,Y,Year,70762.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,70000.0,Y,Year,60112.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,77000.0,Y,Year,76107.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,53893.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,70000.0,Y,Year,44262.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,70000.0,Y,Year,44512.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,51730.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,71000.0,Y,Year,70762.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63898.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63898.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,51730.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,71000.0,Y,Year,70762.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,71000.0,Y,Year,70762.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,60000.0,Y,Year,53518.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63877.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,71000.0,Y,Year,70762.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,65000.0,Y,Year,59197.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,53893.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,SOFTCON USA INC,PARK RIDGE,Illinois,60068,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,46842.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,60000.0,Y,Year,53518.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,60000.0,Y,Year,53518.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,60000.0,Y,Year,55578.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63898.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63898.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,53893.0,Y,Year,53893.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63898.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63898.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,61000.0,Y,Year,60445.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,60000.0,Y,Year,55578.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63877.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,51730.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63877.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,71000.0,Y,Year,70762.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,60000.0,Y,Year,53518.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,71000.0,Y,Year,70762.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63887.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,71000.0,Y,Year,70762.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,60000.0,Y,Year,53518.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63898.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,51730.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,51730.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,60000.0,Y,Year,53518.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,60000.0,Y,Year,55578.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63877.0,Year,2017,2016-03-15,211,7,H1B
2016-03-15,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63877.0,Year,2017,2016-03-15,211,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,58053.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,73000.0,Y,Year,72010.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,62000.0,Y,Year,61797.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,55000.0,Y,Year,50752.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,62000.0,Y,Year,61797.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,55000.0,Y,Year,50752.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,62000.0,Y,Year,61797.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,62000.0,Y,Year,61897.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,55000.0,Y,Year,50752.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,73000.0,Y,Year,72010.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,58053.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,73000.0,Y,Year,72010.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,58053.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,58053.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,58053.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,62000.0,Y,Year,61797.0,Year,2017,2016-03-16,210,7,H1B
2016-03-16,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,73000.0,Y,Year,72010.0,Year,2017,2016-03-16,210,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,77200.0,Y,Year,77147.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,69000.0,Y,Year,68931.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,69000.0,Y,Year,68952.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,74700.0,Y,Year,74672.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,69000.0,Y,Year,68931.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,106000.0,Y,Year,105955.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,83800.0,Y,Year,83741.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,73200.0,Y,Year,73174.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,89100.0,Y,Year,89024.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,81700.0,Y,Year,81619.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,73200.0,Y,Year,73174.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,90400.0,Y,Year,90355.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,79000.0,Y,Year,78957.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,91600.0,Y,Year,91562.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,69300.0,Y,Year,69222.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,69000.0,Y,Year,68931.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,69000.0,Y,Year,68931.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,93600.0,Y,Year,93517.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1133,CERTIFIED-WITHDRAWN,76800.0,Y,Year,76731.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,69000.0,Y,Year,68952.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,74700.0,Y,Year,74672.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,69300.0,Y,Year,69222.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,81700.0,Y,Year,81619.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,68300.0,Y,Year,68286.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,91600.0,Y,Year,91562.0,Year,2017,2016-03-19,207,7,H1B
2016-03-19,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,87200.0,Y,Year,87173.0,Year,2017,2016-03-19,207,7,H1B
2016-03-20,ACRO SERVICE CORPORATION,LIVONIA,Michigan,48152,1,2016-10-12,29-2011,CERTIFIED-WITHDRAWN,54080.0,Y,Year,46654.0,Year,2017,2016-03-20,206,7,H1B
2016-03-21,QUALIHI SOFTWARE SOLUTIONS INC,DURHAM,North Carolina,27703,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,73000.0,Y,Year,72010.0,Year,2017,2016-03-21,205,7,H1B
2016-03-21,SOFTCON USA INC,PARK RIDGE,Illinois,60068,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,46842.0,Year,2017,2016-03-21,205,7,H1B
2016-03-22,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1199,CERTIFIED-WITHDRAWN,89100.0,Y,Year,89024.0,Year,2017,2016-03-22,204,7,H1B
2016-03-22,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,1,2016-10-12,15-1133,CERTIFIED-WITHDRAWN,107000.0,Y,Year,91832.0,Year,2017,2016-03-22,204,7,H1B
2016-04-05,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,LINCOLN,Nebraska,68588,1,2016-10-12,19-2043,CERTIFIED-WITHDRAWN,60000.0,Y,Year,43784.0,Year,2017,2016-04-05,190,6,H1B
2016-04-10,WALMART ASSOCIATES INC,BENTONVILLE,Arkansas,72716-0215,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,135850.0,Y,Year,120349.0,Year,2017,2016-04-10,185,6,H1B
2016-04-25,ERP ANALYSTS INC,DUBLIN,Ohio,43017,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,63814.0,Y,Year,63814.0,Year,2017,2016-04-25,170,6,H1B
2016-04-26,UNIVERSITY OF MICHIGAN,ANN ARBOR,Michigan,48109-1316,1,2016-10-12,19.1042,CERTIFIED-WITHDRAWN,43692.0,Y,Year,41870.0,Year,2017,2016-04-26,169,6,H1B
2016-05-01,ERP ANALYSTS INC,DUBLIN,Ohio,43017,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,70000.0,Y,Year,64043.0,Year,2017,2016-05-01,164,5,H1B
2016-05-24,MCPHS UNIVERSITY,BOSTON,Massachusetts,2115,1,2016-10-12,19-1042,CERTIFIED-WITHDRAWN,44512.0,Y,Year,44512.0,Year,2017,2016-05-24,141,5,H1B
2016-05-24,ERP ANALYSTS INC,DUBLIN,Ohio,43017,1,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,75000.0,Y,Year,63898.0,Year,2017,2016-05-24,141,5,H1B
2016-06-08,EMORY UNIVERSITY,ATLANTA,Georgia,30322,1,2016-10-12,17-2031,CERTIFIED-WITHDRAWN,65000.0,Y,Year,56846.0,Year,2017,2016-06-08,126,4,H1B
2016-06-08,ERP ANALYSTS INC,DUBLIN,Ohio,43017,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,70000.0,Y,Year,58219.0,Year,2017,2016-06-08,126,4,H1B
2016-06-09,ERP ANALYSTS INC,DUBLIN,Ohio,43017,1,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,62421.0,Y,Year,61922.0,Year,2017,2016-06-09,125,4,H1B
2016-06-09,ETEK IT SERVICES INC,SCHAUMBURG,Illinois,60173,1,2016-10-12,15-1131,CERTIFIED-WITHDRAWN,65000.0,Y,Year,63690.0,Year,2017,2016-06-09,125,4,H1B
2016-06-16,AMAZON CORPORATE LLC,SEATTLE,Washington,98109,1,2016-10-12,15-1133,WITHDRAWN,116000.0,Y,Year,83138.0,Year,2017,2016-06-16,118,4,H1B
2016-06-28,MCPHS UNIVERSITY,BOSTON,Massachusetts,2115,1,2016-10-12,19-1042,CERTIFIED-WITHDRAWN,44512.0,Y,Year,44512.0,Year,2017,2016-06-28,106,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,87818.0,Y,Year,87818.0,Year,2017,2016-06-28,106,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,87818.0,Y,Year,87818.0,Year,2017,2016-06-28,106,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-12,15-1133,CERTIFIED-WITHDRAWN,100700.0,Y,Year,100700.0,Year,2017,2016-06-28,106,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-12,15-1121,CERTIFIED-WITHDRAWN,81300.0,Y,Year,81300.0,Year,2017,2016-06-28,106,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,81619.0,Y,Year,74776.0,Year,2017,2016-06-28,106,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,81619.0,Y,Year,74776.0,Year,2017,2016-06-28,106,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,87818.0,Y,Year,87818.0,Year,2017,2016-06-28,106,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-12,15-1132,CERTIFIED-WITHDRAWN,87818.0,Y,Year,87818.0,Year,2017,2016-06-28,106,4,H1B
